"ANO","REGIAO","SIGLA","UNIDADE_FEDERACAO","MUNICIPIO","PERIODO","MATRICULAS","COD_MUNICIPIO"
"2011","Norte","PA","Pará","Porto de Moz","FUNDAMENTAL_ANOS_INICIAIS",8869,1505908
"2011","Norte","PA","Pará","Prainha","FUNDAMENTAL_ANOS_INICIAIS",5753,1506005
"2011","Norte","PA","Pará","Primavera","FUNDAMENTAL_ANOS_INICIAIS",1514,1506104
"2011","Norte","PA","Pará","Quatipuru","FUNDAMENTAL_ANOS_INICIAIS",1979,1506112
"2011","Norte","PA","Pará","Redenção","FUNDAMENTAL_ANOS_INICIAIS",8686,1506138
"2011","Norte","PA","Pará","Rio Maria","FUNDAMENTAL_ANOS_INICIAIS",1890,1506161
"2011","Norte","PA","Pará","Rondon do Pará","FUNDAMENTAL_ANOS_INICIAIS",4696,1506187
"2011","Norte","PA","Pará","Rurópolis","FUNDAMENTAL_ANOS_INICIAIS",3727,1506195
"2011","Norte","PA","Pará","Salinópolis","FUNDAMENTAL_ANOS_INICIAIS",4936,1506203
"2011","Norte","PA","Pará","Salvaterra","FUNDAMENTAL_ANOS_INICIAIS",2702,1506302
"2011","Norte","PA","Pará","Santa Bárbara do Pará","FUNDAMENTAL_ANOS_INICIAIS",2435,1506351
